nome,endereco,telefone,website,categoria,nota,reviews,latitude,longitude,place_id,fonte,data_coleta,horario_funcionamento,nivel_preco,score,criterios_atingidos,qualificado,nivel_qualificacao,data_qualificacao,observacoes_qualificacao
DIA Supermercado,"Av. Celso Garcia, 4105 - Tatuapé, São Paulo - SP, 03064-000",0800 723 1470,https://www.dia.com.br/lojas/sp-sao-paulo-tatuape-avenida-celso-garcia-4105/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=9450,"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.4,1138,-23.5355122,-46.5725896,ChIJ46sNYilfzpQREzr4Pk7BEpY,Google Places,03/09/2025 17:14:40,"['segunda-feira: 07:00\u2009–\u200921:00', 'terça-feira: 07:00\u2009–\u200921:00', 'quarta-feira: 07:00\u2009–\u200921:00', 'quinta-feira: 07:00\u2009–\u200921:00', 'sexta-feira: 07:00\u2009–\u200921:00', 'sábado: 07:00\u2009–\u200921:00', 'domingo: 07:00\u2009–\u200918:00']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:42,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Dia Supermercado,"R. Serra de Japi, 926 - Vila Gomes Cardim, São Paulo - SP, 03309-000",0800 723 1470,https://www.dia.com.br/lojas/sp-sao-paulo-tatuape-rua-serra-do-japi-926/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=9180,"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.9,595,-23.5475063,-46.568789,ChIJb8vvXSZfzpQRqXA4gxctc80,Google Places,03/09/2025 17:14:42,"['segunda-feira: 07:00\u2009–\u200921:00', 'terça-feira: 07:00\u2009–\u200921:00', 'quarta-feira: 07:00\u2009–\u200921:00', 'quinta-feira: 07:00\u2009–\u200921:00', 'sexta-feira: 07:00\u2009–\u200921:00', 'sábado: 07:00\u2009–\u200921:00', 'domingo: 07:00\u2009–\u200920:00']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:43,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Carrefour,"R. Pamplona, 1704 - Jardim Paulista, São Paulo - SP, 01405-002",(11) 3004-2222,https://www.carrefour.com.br/localizador-de-lojas,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",4.4,7475,-23.570324,-46.6612904,ChIJKYDlUttZzpQRFI4hRaDPhS4,Google Places,03/09/2025 17:14:44,"['segunda-feira: Atendimento 24 horas', 'terça-feira: Atendimento 24 horas', 'quarta-feira: Atendimento 24 horas', 'quinta-feira: Atendimento 24 horas', 'sexta-feira: Atendimento 24 horas', 'sábado: Atendimento 24 horas', 'domingo: Atendimento 24 horas']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:43,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Dia Supermercado,"R. Dona Matilde, 509 - Vila Matilde, São Paulo - SP, 03512-000",0800 723 1470,https://www.dia.com.br/,"['supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.0,1598,-23.5367914,-46.5255241,ChIJTzROvy1fzpQRaNjOXSTQEak,Google Places,03/09/2025 17:14:47,"['segunda-feira: 07:00\u2009–\u200920:00', 'terça-feira: 07:00\u2009–\u200920:00', 'quarta-feira: 07:00\u2009–\u200920:00', 'quinta-feira: 07:00\u2009–\u200920:00', 'sexta-feira: 07:00\u2009–\u200920:00', 'sábado: 07:00\u2009–\u200920:00', 'domingo: 07:00\u2009–\u200918:00']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:43,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Chama Supermercados - Água Rasa,"R. Barão de Penedo, 102 - Água Rasa, São Paulo - SP, 03179-070",(11) 2601-0478,http://www.grupochama.com.br/,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",4.3,3126,-23.5541608,-46.5810483,ChIJXWXGzbtezpQR_vYsRgvqDrI,Google Places,03/09/2025 17:14:49,"['segunda-feira: 07:00\u2009–\u200921:00', 'terça-feira: 07:00\u2009–\u200921:00', 'quarta-feira: 07:00\u2009–\u200921:00', 'quinta-feira: 07:00\u2009–\u200921:00', 'sexta-feira: 07:00\u2009–\u200921:00', 'sábado: 07:00\u2009–\u200921:00', 'domingo: 07:00\u2009–\u200914:00']",0,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:43,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Master Supermercados,"Rua Frei Caneca, 569, Loja 01, Pavimento Térreo Inferior - Consolação, São Paulo - SP, 01307-001",(11) 3472-2200,https://grupomastersonda.com.br/master-supermercados/,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.4,4360,-23.5542136,-46.6525691,ChIJJyeZPDVYzpQRk7jskJSqNu0,Google Places,03/09/2025 17:14:51,"['segunda-feira: 07:30\u2009–\u200922:00', 'terça-feira: 07:30\u2009–\u200922:00', 'quarta-feira: 07:30\u2009–\u200922:00', 'quinta-feira: 07:30\u2009–\u200922:00', 'sexta-feira: 07:30\u2009–\u200922:00', 'sábado: 07:30\u2009–\u200922:00', 'domingo: 07:30\u2009–\u200922:00']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:45,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Semar Supermercados - São Miguel Paulista,"Av. São Miguel, 2104 - Vila Marieta, São Paulo - SP, 03620-001",,https://www.semarentrega.com.br/,"['supermarket', 'liquor_store', 'meal_delivery', 'atm', 'grocery_or_supermarket', 'finance', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",3.7,3356,-23.5119711,-46.5108255,ChIJI_PfZ4RgzpQR6Hcppk1mA7o,Google Places,03/09/2025 17:14:53,"['segunda-feira: 07:00\u2009–\u200922:00', 'terça-feira: 07:00\u2009–\u200922:00', 'quarta-feira: 07:00\u2009–\u200922:00', 'quinta-feira: 07:00\u2009–\u200922:00', 'sexta-feira: 07:00\u2009–\u200922:00', 'sábado: 07:00\u2009–\u200922:00', 'domingo: 07:00\u2009–\u200920:00']",0,3,"['Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:45,"Lead qualificado. Critérios atingidos: Site ativo, Endereço válido, Nome válido"
Marie Marie Bakery,"R. Azevedo Soares, 2532 - Tatuapé, São Paulo - SP, 03322-002",(11) 2293-7260,https://mariemariedelivery.com.br/,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.6,2127,-23.546588,-46.5524327,ChIJoU3JAmNezpQRI-2wOMJPEY0,Google Places,03/09/2025 17:15:33,"['segunda-feira: 08:30\u2009–\u200918:30', 'terça-feira: 08:30\u2009–\u200918:30', 'quarta-feira: 08:30\u2009–\u200918:30', 'quinta-feira: 08:30\u2009–\u200918:30', 'sexta-feira: 08:30\u2009–\u200918:30', 'sábado: 08:30\u2009–\u200918:30', 'domingo: Fechado']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:45,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Bella Suil,"R. Antônio de Barros, 1419 - Tatuapé, São Paulo - SP, 03401-001",(11) 99264-8673,https://epadoca.com/bellasuil,"['bakery', 'meal_delivery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,2367,-23.5425646,-46.556717,ChIJhdRPkpJfzpQRUYgzD-wlo48,Google Places,03/09/2025 17:15:35,"['segunda-feira: 06:00\u2009–\u200923:00', 'terça-feira: 06:00\u2009–\u200923:00', 'quarta-feira: 06:00\u2009–\u200923:00', 'quinta-feira: 06:00\u2009–\u200923:00', 'sexta-feira: 06:00\u2009–\u200923:00', 'sábado: 06:00\u2009–\u200923:00', 'domingo: 06:00\u2009–\u200923:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:46,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Big Bread Prime - Tatuapé,"R. Apucarana, 120 - Tatuapé, São Paulo - SP, 03311-001",(11) 2091-1089,https://bigbreadprime.com.br/unidade-tatuape/,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.5,13098,-23.5399377,-46.565272,ChIJ81y6ku1ezpQRUGswGohmCRA,Google Places,03/09/2025 17:15:37,"['segunda-feira: 05:00\u2009–\u200922:00', 'terça-feira: 05:00\u2009–\u200922:00', 'quarta-feira: 05:00\u2009–\u200922:00', 'quinta-feira: 05:00\u2009–\u200922:00', 'sexta-feira: 05:00\u2009–\u200922:00', 'sábado: 05:00\u2009–\u200922:00', 'domingo: 05:00\u2009–\u200922:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:46,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Panificadora e Confeitaria São João,"R. Vilela, 969 - Tatuapé, São Paulo - SP, 03314-000",(11) 2941-6028,https://apadariasaojoao.com/?fbclid=PAAaZP-nzYm8DCvB98lTcNXIHQBHTBEtQb94EGS1u-9oV36ekfYAUxML2-VhU_aem_AQ_6ZID6p81d02oZcwET1mueVJlfjeDSo6-D7wufrl_QLrQTm3CTy53JMfq_uMpQ0uk,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.2,1663,-23.5428296,-46.5650093,ChIJI81mTu1ezpQR1s3XO4gjy1U,Google Places,03/09/2025 17:15:39,"['segunda-feira: 05:30\u2009–\u200922:30', 'terça-feira: 05:30\u2009–\u200922:30', 'quarta-feira: 05:30\u2009–\u200922:30', 'quinta-feira: 05:30\u2009–\u200922:30', 'sexta-feira: 05:30\u2009–\u200922:30', 'sábado: 05:30\u2009–\u200922:30', 'domingo: 05:30\u2009–\u200922:30']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:46,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Nova Yara Panificadora,"R. Cap. João Cesário, 98 - Penha de França, São Paulo - SP, 03603-000",(11) 2646-5151,https://www.instagram.com/padarianovayara?igsh=M3h3M2x0ajNuMG0w,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.4,12122,-23.52375,-46.5495672,ChIJuUQuUVFezpQRDfjhhWPY76Y,Google Places,03/09/2025 17:15:42,"['segunda-feira: Atendimento 24 horas', 'terça-feira: Atendimento 24 horas', 'quarta-feira: Atendimento 24 horas', 'quinta-feira: Atendimento 24 horas', 'sexta-feira: Atendimento 24 horas', 'sábado: Atendimento 24 horas', 'domingo: 00:00\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:47,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria Bella Paulista,"Rua Haddock Lobo, 354 - Cerqueira César, São Paulo - SP, 01414-000",(11) 3214-3347,https://padariabellapaulista.com.br/,"['bakery', 'cafe', 'storage', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.5,53301,-23.5561273,-46.6601218,ChIJPZ_iuTJYzpQRxC3-CJjKL9g,Google Places,03/09/2025 17:15:44,"['segunda-feira: Atendimento 24 horas', 'terça-feira: Atendimento 24 horas', 'quarta-feira: Atendimento 24 horas', 'quinta-feira: Atendimento 24 horas', 'sexta-feira: Atendimento 24 horas', 'sábado: Atendimento 24 horas', 'domingo: Atendimento 24 horas']",3,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:47,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Padaria Manuella,"Rua Monte Serrat, 1460 - Tatuapé, São Paulo - SP, 03312-001",(11) 99899-0525,http://www.padariamanuella.com.br/,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.2,2871,-23.5506531,-46.5599844,ChIJgVwCVI9ezpQRChxEYl_VFts,Google Places,03/09/2025 17:15:46,"['segunda-feira: 06:00\u2009–\u200922:00', 'terça-feira: 06:00\u2009–\u200922:00', 'quarta-feira: 06:00\u2009–\u200922:00', 'quinta-feira: 06:00\u2009–\u200922:00', 'sexta-feira: 06:00\u2009–\u200922:00', 'sábado: 06:00\u2009–\u200922:00', 'domingo: 06:00\u2009–\u200922:00']",2,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:47,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Requinte Centro Gastronômico,"Av. Amador Bueno da Veiga, 1312 - Vila Centenario, São Paulo - SP, 03635-000",(11) 2958-6965,http://www.requinte.com.br/,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.6,14398,-23.5230466,-46.5322328,ChIJdRx1FUhezpQRMxbkpC3XlLs,Google Places,03/09/2025 17:15:48,"['segunda-feira: 06:00\u2009–\u200922:30', 'terça-feira: 06:00\u2009–\u200922:30', 'quarta-feira: 06:00\u2009–\u200922:30', 'quinta-feira: 06:00\u2009–\u200922:30', 'sexta-feira: 06:00\u2009–\u200922:30', 'sábado: 06:00\u2009–\u200922:30', 'domingo: 06:00\u2009–\u200922:30']",3,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:48,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
Padaria São João da Penha,"R. Aracati, 63 - Guaiauna, São Paulo - SP, 03630-000",(11) 2225-1919,https://www.instagram.com/padariasaojoaopenha/,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",3.8,681,-23.5312666,-46.5465117,ChIJV0UkSgBfzpQROkCSm8iQ0AI,Google Places,03/09/2025 17:15:51,"['segunda-feira: 05:30\u2009–\u200922:30', 'terça-feira: 05:30\u2009–\u200922:30', 'quarta-feira: 05:30\u2009–\u200922:30', 'quinta-feira: 05:30\u2009–\u200922:30', 'sexta-feira: 05:30\u2009–\u200922:30', 'sábado: 05:30\u2009–\u200922:30', 'domingo: 05:30\u2009–\u200922:30']",0,4,"['Telefone válido', 'Site ativo', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:48,"Lead qualificado. Critérios atingidos: Telefone válido, Site ativo, Endereço válido, Nome válido"
Panificadora São Pedro,"Rua Frei Mont'Alverne, 446 - Vila Aricanduva, São Paulo - SP, 03505-030",(11) 2295-3067,,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.5,1393,-23.5367552,-46.5375176,ChIJoYo-DmtezpQR8HAwm4mW9JA,Google Places,03/09/2025 17:15:53,"['segunda-feira: 05:30\u2009–\u200923:00', 'terça-feira: 05:30\u2009–\u200923:00', 'quarta-feira: 05:30\u2009–\u200923:00', 'quinta-feira: 05:30\u2009–\u200923:00', 'sexta-feira: 05:30\u2009–\u200923:00', 'sábado: 05:30\u2009–\u200922:30', 'domingo: 05:30\u2009–\u200923:00']",2,3,"['Telefone válido', 'Endereço válido', 'Nome válido']",True,Médio,03/09/2025 17:16:48,"Lead qualificado. Critérios atingidos: Telefone válido, Endereço válido, Nome válido"
